time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T03:00+00:00,-3.7,46.55,-2.6,0.5,,46.94100000000015,11.041999999999916
2026-01-21T04:00+00:00,-5.9,54.86,-2.4,0.3,-1.1,46.94100000000015,11.041999999999916
2026-01-21T05:00+00:00,-7.0,60.44,-2.4,0.5,-1.1,46.94100000000015,11.041999999999916
2026-01-21T06:00+00:00,-8.3,65.11,-2.4,0.5,-1.1,46.94100000000015,11.041999999999916
2026-01-21T07:00+00:00,-9.3,69.1,-2.6,0.5,-1.1,46.94100000000015,11.041999999999916
2026-01-21T08:00+00:00,-8.0,58.42,-2.5,0.6,139272.8,46.94100000000015,11.041999999999916
2026-01-21T09:00+00:00,-5.5,46.92,-2.3,0.6,581042.1,46.94100000000015,11.041999999999916
2026-01-21T10:00+00:00,-2.8,37.07,-1.8,0.6,1499871.7,46.94100000000015,11.041999999999916
2026-01-21T11:00+00:00,-0.2,36.18,-0.8,0.9,2815726.5,46.94100000000015,11.041999999999916
2026-01-21T12:00+00:00,1.0,36.31,-0.1,0.9,4403197.0,46.94100000000015,11.041999999999916
2026-01-21T13:00+00:00,1.0,36.3,0.2,0.5,6049906.1,46.94100000000015,11.041999999999916
2026-01-21T14:00+00:00,0.5,44.34,0.9,-0.2,7518269.0,46.94100000000015,11.041999999999916
2026-01-21T15:00+00:00,-0.6,55.76,0.3,0.1,8546753.2,46.94100000000015,11.041999999999916
2026-01-21T16:00+00:00,-3.0,58.23,-1.5,0.5,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T17:00+00:00,-6.0,62.85,-2.5,0.6,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T18:00+00:00,-7.6,67.65,-2.9,0.6,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T19:00+00:00,-8.3,66.63,-3.1,0.7,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T20:00+00:00,-8.1,67.43,-2.9,1.0,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T21:00+00:00,-7.9,77.24,-2.8,1.3,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T22:00+00:00,-7.8,74.88,-2.9,1.3,8737703.4,46.94100000000015,11.041999999999916
2026-01-21T23:00+00:00,-7.6,63.86,-2.9,1.3,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T00:00+00:00,-7.8,65.25,-3.1,1.4,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T01:00+00:00,-7.9,64.45,-3.0,1.3,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T02:00+00:00,-8.0,63.21,-2.9,1.0,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T03:00+00:00,-8.3,64.69,-2.4,0.7,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T04:00+00:00,-9.2,62.91,-2.6,0.5,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T05:00+00:00,-9.4,61.53,-2.6,0.5,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T06:00+00:00,-9.7,58.94,-2.6,0.5,8737703.4,46.94100000000015,11.041999999999916
2026-01-22T07:00+00:00,-9.8,54.26,-2.4,0.4,8738333.6,46.94100000000015,11.041999999999916
2026-01-22T08:00+00:00,-8.2,42.22,-2.4,0.4,8883909.5,46.94100000000015,11.041999999999916
2026-01-22T09:00+00:00,-5.7,30.69,-1.9,0.5,9343324.3,46.94100000000015,11.041999999999916
2026-01-22T10:00+00:00,-3.1,21.86,-1.3,0.4,10292403.5,46.94100000000015,11.041999999999916
2026-01-22T11:00+00:00,-1.5,26.3,-0.6,0.5,11647330.6,46.94100000000015,11.041999999999916
2026-01-22T12:00+00:00,-0.4,29.09,0.1,0.6,13276394.2,46.94100000000015,11.041999999999916
2026-01-22T13:00+00:00,0.0,34.04,0.7,0.5,14965326.6,46.94100000000015,11.041999999999916
2026-01-22T14:00+00:00,-0.2,37.59,0.6,0.5,16470871.2,46.94100000000015,11.041999999999916
2026-01-22T15:00+00:00,-1.2,44.47,-0.1,0.7,17539688.1,46.94100000000015,11.041999999999916
2026-01-22T16:00+00:00,-3.1,40.02,-1.5,0.5,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T17:00+00:00,-4.8,37.45,-2.2,0.4,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T18:00+00:00,-6.2,41.6,-2.5,0.5,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T19:00+00:00,-6.6,42.26,-2.6,0.6,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T20:00+00:00,-7.1,45.72,-2.7,0.6,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T21:00+00:00,-7.2,47.32,-2.7,0.6,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T22:00+00:00,-8.2,50.95,-2.8,0.6,17749544.3,46.94100000000015,11.041999999999916
2026-01-22T23:00+00:00,-7.8,45.01,-2.8,0.5,17749544.3,46.94100000000015,11.041999999999916
2026-01-23T00:00+00:00,-7.6,41.7,-2.8,0.6,17749544.3,46.94100000000015,11.041999999999916
2026-01-23T01:00+00:00,-7.5,40.86,-2.9,0.5,17749544.3,46.94100000000015,11.041999999999916
2026-01-23T02:00+00:00,-6.7,38.46,-2.8,0.6,17749544.3,46.94100000000015,11.041999999999916
2026-01-23T03:00+00:00,-6.0,39.86,-2.9,0.7,17749544.3,46.94100000000015,11.041999999999916
2026-01-23T04:00+00:00,-4.9,42.16,-2.7,0.9,17749544.3,46.94100000000015,11.041999999999916
