time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-22T00:00+00:00,-3.5,61.56,0.3,0.8,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T01:00+00:00,-4.0,61.95,0.3,1.0,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T02:00+00:00,-3.8,57.89,0.3,0.9,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T03:00+00:00,-4.1,56.12,0.3,0.9,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T04:00+00:00,-3.8,53.74,0.4,1.0,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T05:00+00:00,-4.1,52.29,0.3,1.0,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T06:00+00:00,-4.1,47.85,0.4,1.2,6249955.8,47.46300000000017,12.077999999999902
2026-01-22T07:00+00:00,-3.9,43.56,0.3,1.1,6251235.9,47.46300000000017,12.077999999999902
2026-01-22T08:00+00:00,-2.3,35.69,0.4,1.1,6440046.7,47.46300000000017,12.077999999999902
2026-01-22T09:00+00:00,-0.3,30.02,0.3,0.9,6989838.1,47.46300000000017,12.077999999999902
2026-01-22T10:00+00:00,1.9,43.22,0.2,0.6,7868608.2,47.46300000000017,12.077999999999902
2026-01-22T11:00+00:00,3.5,46.53,0.1,0.1,8966270.9,47.46300000000017,12.077999999999902
2026-01-22T12:00+00:00,4.2,44.83,0.0,-0.1,10126017.2,47.46300000000017,12.077999999999902
2026-01-22T13:00+00:00,4.4,47.53,-0.1,0.0,11184637.6,47.46300000000017,12.077999999999902
2026-01-22T14:00+00:00,4.0,59.97,-0.3,0.1,12002604.3,47.46300000000017,12.077999999999902
2026-01-22T15:00+00:00,3.4,61.55,0.0,0.4,12502472.9,47.46300000000017,12.077999999999902
2026-01-22T16:00+00:00,1.9,58.96,0.1,0.6,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T17:00+00:00,-0.3,52.13,0.2,0.9,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T18:00+00:00,-1.0,56.49,0.3,0.9,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T19:00+00:00,-2.2,59.61,0.3,1.0,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T20:00+00:00,-3.1,62.28,0.3,1.2,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T21:00+00:00,-3.2,62.01,0.4,1.3,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T22:00+00:00,-3.2,61.09,0.4,1.2,12622799.7,47.46300000000017,12.077999999999902
2026-01-22T23:00+00:00,-3.3,60.09,0.3,1.0,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T00:00+00:00,-3.4,57.94,0.3,0.8,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T01:00+00:00,-3.7,57.6,0.3,0.9,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T02:00+00:00,-4.1,59.84,0.3,0.9,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T03:00+00:00,-4.2,60.43,0.3,1.0,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T04:00+00:00,-4.0,59.4,0.3,1.0,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T05:00+00:00,-4.1,59.57,0.3,0.9,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T06:00+00:00,-3.4,54.9,0.3,1.0,12622799.7,47.46300000000017,12.077999999999902
2026-01-23T07:00+00:00,-2.8,49.44,0.3,1.1,12623439.8,47.46300000000017,12.077999999999902
2026-01-23T08:00+00:00,-1.6,43.59,0.3,0.9,12783448.9,47.46300000000017,12.077999999999902
2026-01-23T09:00+00:00,0.0,39.99,0.2,0.6,13317239.4,47.46300000000017,12.077999999999902
2026-01-23T10:00+00:00,2.1,56.75,0.0,0.5,14131365.9,47.46300000000017,12.077999999999902
2026-01-23T11:00+00:00,3.3,47.44,-0.6,0.1,14928211.4,47.46300000000017,12.077999999999902
2026-01-23T12:00+00:00,4.3,44.68,-0.2,-0.1,16012433.3,47.46300000000017,12.077999999999902
2026-01-23T13:00+00:00,4.7,50.74,-0.3,0.1,16905924.3,47.46300000000017,12.077999999999902
2026-01-23T14:00+00:00,5.0,50.74,-0.4,0.6,17715570.5,47.46300000000017,12.077999999999902
2026-01-23T15:00+00:00,4.8,44.94,-0.1,0.9,18207758.6,47.46300000000017,12.077999999999902
2026-01-23T16:00+00:00,3.0,38.24,0.2,1.0,18333205.8,47.46300000000017,12.077999999999902
2026-01-23T17:00+00:00,2.0,43.85,0.2,0.8,18333205.8,47.46300000000017,12.077999999999902
2026-01-23T18:00+00:00,1.9,46.78,0.2,0.9,18333205.8,47.46300000000017,12.077999999999902

