time,UU [m s-1],VV [m s-1],GL [W m-2],lat,lon
2025-10-01T00:00+00:00,3.48,-3.25,0.0,47.049217,11.291921
2025-10-01T01:00+00:00,5.35,-2.84,0.0,47.049217,11.291921
2025-10-01T02:00+00:00,6.07,-2.15,0.0,47.049217,11.291921
2025-10-01T03:00+00:00,6.53,-3.78,0.0,47.049217,11.291921
2025-10-01T04:00+00:00,6.14,-5.12,0.0,47.049217,11.291921
2025-10-01T05:00+00:00,4.91,-4.85,0.0,47.049217,11.291921
2025-10-01T06:00+00:00,4.73,-4.3,65.22,47.049217,11.291921
2025-10-01T07:00+00:00,3.08,-2.7,148.7,47.049217,11.291921
2025-10-01T08:00+00:00,4.24,-2.39,270.2,47.049217,11.291921
2025-10-01T09:00+00:00,3.36,-2.55,372.17,47.049217,11.291921
2025-10-01T10:00+00:00,2.43,-1.11,280.08,47.049217,11.291921
2025-10-01T11:00+00:00,2.59,-2.05,289.27,47.049217,11.291921
2025-10-01T12:00+00:00,3.89,-3.22,355.46,47.049217,11.291921
2025-10-01T13:00+00:00,3.61,-1.75,363.75,47.049217,11.291921
2025-10-01T14:00+00:00,3.56,-3.17,409.02,47.049217,11.291921
2025-10-01T15:00+00:00,4.15,-2.98,54.68,47.049217,11.291921
2025-10-01T16:00+00:00,5.33,-3.21,35.44,47.049217,11.291921
2025-10-01T17:00+00:00,4.02,-3.66,0.0,47.049217,11.291921
2025-10-01T18:00+00:00,5.27,-4.01,0.0,47.049217,11.291921
2025-10-01T19:00+00:00,6.7,-5.67,0.0,47.049217,11.291921
2025-10-01T20:00+00:00,7.81,-5.06,0.0,47.049217,11.291921
2025-10-01T21:00+00:00,7.2,-4.96,0.0,47.049217,11.291921
2025-10-01T22:00+00:00,8.36,-6.3,0.0,47.049217,11.291921
2025-10-01T23:00+00:00,6.89,-5.82,0.0,47.049217,11.291921
2025-10-02T00:00+00:00,5.94,-6.77,0.0,47.049217,11.291921
2025-10-02T01:00+00:00,6.43,-7.05,0.0,47.049217,11.291921
2025-10-02T02:00+00:00,6.71,-6.36,0.0,47.049217,11.291921
2025-10-02T03:00+00:00,6.27,-6.21,0.0,47.049217,11.291921
2025-10-02T04:00+00:00,5.99,-5.96,0.0,47.049217,11.291921
2025-10-02T05:00+00:00,6.55,-6.18,0.0,47.049217,11.291921
2025-10-02T06:00+00:00,5.82,-5.77,93.6,47.049217,11.291921
