time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T03:00+00:00,-8.8,53.1,-0.3,0.6,,46.85100000000015,10.90199999999992
2026-01-21T04:00+00:00,-9.1,54.65,-0.5,0.8,-1.1,46.85100000000015,10.90199999999992
2026-01-21T05:00+00:00,-10.7,59.44,0.0,0.5,-1.1,46.85100000000015,10.90199999999992
2026-01-21T06:00+00:00,-11.0,59.04,0.0,0.4,-1.1,46.85100000000015,10.90199999999992
2026-01-21T07:00+00:00,-11.6,56.74,0.2,0.5,-1.1,46.85100000000015,10.90199999999992
2026-01-21T08:00+00:00,-10.7,51.57,0.3,0.5,177714.9,46.85100000000015,10.90199999999992
2026-01-21T09:00+00:00,-8.8,45.95,0.2,0.5,962312.3,46.85100000000015,10.90199999999992
2026-01-21T10:00+00:00,-6.7,44.08,0.2,0.5,2114945.6,46.85100000000015,10.90199999999992
2026-01-21T11:00+00:00,-5.4,44.34,0.1,0.7,3456638.6,46.85100000000015,10.90199999999992
2026-01-21T12:00+00:00,-4.6,44.81,0.0,0.8,4806524.1,46.85100000000015,10.90199999999992
2026-01-21T13:00+00:00,-4.3,45.61,0.0,0.7,5997599.6,46.85100000000015,10.90199999999992
2026-01-21T14:00+00:00,-5.0,47.42,-0.2,0.5,6890591.1,46.85100000000015,10.90199999999992
2026-01-21T15:00+00:00,-5.9,45.56,-0.1,0.5,7437603.5,46.85100000000015,10.90199999999992
2026-01-21T16:00+00:00,-7.3,43.87,-0.1,0.5,7575617.1,46.85100000000015,10.90199999999992
2026-01-21T17:00+00:00,-9.8,46.62,-0.1,0.5,7575617.1,46.85100000000015,10.90199999999992
2026-01-21T18:00+00:00,-10.7,43.92,-0.1,0.5,7575617.1,46.85100000000015,10.90199999999992
2026-01-21T19:00+00:00,-11.3,41.67,0.0,0.5,7575617.1,46.85100000000015,10.90199999999992
