time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-22T00:00+00:00,-6.8,37.12,2.2,0.9,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T01:00+00:00,-4.9,31.27,2.3,1.4,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T02:00+00:00,-3.4,26.49,2.1,1.3,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T03:00+00:00,-2.6,24.76,1.8,1.0,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T04:00+00:00,-3.4,26.08,1.3,0.2,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T05:00+00:00,-4.4,28.41,1.9,-0.5,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T06:00+00:00,-6.9,38.94,2.4,-0.7,9476380.1,47.08500000000016,11.769999999999907
2026-01-22T07:00+00:00,-8.5,52.29,2.3,-0.8,9477660.1,47.08500000000016,11.769999999999907
2026-01-22T08:00+00:00,-5.9,47.27,1.9,-0.6,9791278.0,47.08500000000016,11.769999999999907
2026-01-22T09:00+00:00,-2.7,46.61,1.0,-0.5,10792295.2,47.08500000000016,11.769999999999907
2026-01-22T10:00+00:00,-0.9,48.92,0.1,0.2,12384706.1,47.08500000000016,11.769999999999907
2026-01-22T11:00+00:00,0.5,45.3,-0.8,0.5,14174888.4,47.08500000000016,11.769999999999907
2026-01-22T12:00+00:00,0.6,43.12,-1.1,0.3,15895306.6,47.08500000000016,11.769999999999907
2026-01-22T13:00+00:00,0.3,43.64,-1.1,0.1,17385951.7,47.08500000000016,11.769999999999907
2026-01-22T14:00+00:00,-0.2,45.91,-0.8,0.0,18460573.1,47.08500000000016,11.769999999999907
2026-01-22T15:00+00:00,-1.4,52.82,0.5,-0.3,18944440.7,47.08500000000016,11.769999999999907
2026-01-22T16:00+00:00,-3.5,47.05,1.2,-0.4,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T17:00+00:00,-5.7,45.53,1.8,-0.5,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T18:00+00:00,-7.1,49.4,1.9,-0.5,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T19:00+00:00,-8.1,53.85,2.0,-0.5,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T20:00+00:00,-8.8,57.14,2.1,-0.4,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T21:00+00:00,-7.9,49.87,1.9,-0.5,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T22:00+00:00,-6.7,43.29,1.9,-0.6,19057087.1,47.08500000000016,11.769999999999907
2026-01-22T23:00+00:00,-6.1,40.81,1.7,-0.7,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T00:00+00:00,-6.4,41.39,1.8,-0.6,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T01:00+00:00,-6.3,40.87,1.9,-0.7,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T02:00+00:00,-5.8,41.63,1.9,-0.7,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T03:00+00:00,-4.7,41.91,1.8,-0.1,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T04:00+00:00,-4.1,43.85,1.6,0.2,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T05:00+00:00,-4.2,48.12,1.6,0.2,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T06:00+00:00,-3.2,48.57,2.0,1.0,19057087.1,47.08500000000016,11.769999999999907
2026-01-23T07:00+00:00,-2.6,51.46,2.6,2.1,19058367.2,47.08500000000016,11.769999999999907
2026-01-23T08:00+00:00,-2.3,53.83,3.2,3.0,19234377.3,47.08500000000016,11.769999999999907
2026-01-23T09:00+00:00,-1.5,56.4,2.9,3.2,19805929.9,47.08500000000016,11.769999999999907
2026-01-23T10:00+00:00,-1.4,63.18,2.9,3.6,20746783.6,47.08500000000016,11.769999999999907
2026-01-23T11:00+00:00,-1.2,64.71,3.1,3.6,22058858.5,47.08500000000016,11.769999999999907
2026-01-23T12:00+00:00,-1.1,65.48,3.2,4.1,23475259.4,47.08500000000016,11.769999999999907
2026-01-23T13:00+00:00,-1.2,66.21,3.4,4.0,24908301.3,47.08500000000016,11.769999999999907
2026-01-23T14:00+00:00,-1.4,67.2,3.6,3.9,25945800.5,47.08500000000016,11.769999999999907
2026-01-23T15:00+00:00,-1.8,67.78,3.5,3.4,26425187.9,47.08500000000016,11.769999999999907
2026-01-23T16:00+00:00,-2.0,67.22,3.4,3.1,26558955.5,47.08500000000016,11.769999999999907
2026-01-23T17:00+00:00,-2.4,70.8,3.5,3.1,26558955.5,47.08500000000016,11.769999999999907
2026-01-23T18:00+00:00,-2.3,73.02,3.1,2.9,26558955.5,47.08500000000016,11.769999999999907

