time,UU [m s-1],VV [m s-1],GL [W m-2],lat,lon
2025-10-01T00:00+00:00,0.29,-0.79,0.0,47.595272,12.481302
2025-10-01T01:00+00:00,0.42,-0.81,0.0,47.595272,12.481302
2025-10-01T02:00+00:00,0.0,-1.15,0.0,47.595272,12.481302
2025-10-01T03:00+00:00,0.46,-1.17,0.0,47.595272,12.481302
2025-10-01T04:00+00:00,0.27,-1.02,0.0,47.595272,12.481302
2025-10-01T05:00+00:00,0.55,-1.09,0.0,47.595272,12.481302
2025-10-01T06:00+00:00,0.2,-0.92,107.16,47.595272,12.481302
2025-10-01T07:00+00:00,-0.23,-0.32,210.76,47.595272,12.481302
2025-10-01T08:00+00:00,-0.76,0.14,373.2,47.595272,12.481302
2025-10-01T09:00+00:00,-0.66,-0.23,527.46,47.595272,12.481302
2025-10-01T10:00+00:00,0.03,-0.71,582.12,47.595272,12.481302
2025-10-01T11:00+00:00,0.69,-1.75,621.04,47.595272,12.481302
2025-10-01T12:00+00:00,0.57,-1.67,600.5,47.595272,12.481302
2025-10-01T13:00+00:00,0.79,-2.0,264.38,47.595272,12.481302
2025-10-01T14:00+00:00,0.84,-1.98,377.22,47.595272,12.481302
2025-10-01T15:00+00:00,1.01,-1.77,328.2,47.595272,12.481302
2025-10-01T16:00+00:00,0.39,-1.22,110.46,47.595272,12.481302
2025-10-01T17:00+00:00,0.3,-1.04,0.0,47.595272,12.481302
2025-10-01T18:00+00:00,-0.32,-0.88,0.0,47.595272,12.481302
2025-10-01T19:00+00:00,-0.43,-0.12,0.0,47.595272,12.481302
2025-10-01T20:00+00:00,-0.22,-0.35,0.0,47.595272,12.481302
2025-10-01T21:00+00:00,0.17,-0.54,0.0,47.595272,12.481302
2025-10-01T22:00+00:00,0.13,-0.55,0.0,47.595272,12.481302
2025-10-01T23:00+00:00,0.03,-0.53,0.0,47.595272,12.481302
2025-10-02T00:00+00:00,-0.23,-0.28,0.0,47.595272,12.481302
2025-10-02T01:00+00:00,-0.43,0.17,0.0,47.595272,12.481302
2025-10-02T02:00+00:00,-0.09,-0.45,0.0,47.595272,12.481302
2025-10-02T03:00+00:00,-0.23,-0.41,0.0,47.595272,12.481302
2025-10-02T04:00+00:00,-0.36,0.02,0.0,47.595272,12.481302
2025-10-02T05:00+00:00,-0.49,0.2,0.0,47.595272,12.481302
2025-10-02T06:00+00:00,-0.36,-0.19,84.29,47.595272,12.481302
2025-10-02T07:00+00:00,-0.75,0.72,232.96,47.595272,12.481302
2025-10-02T08:00+00:00,-1.27,0.94,123.87,47.595272,12.481302
2025-10-02T09:00+00:00,-1.36,0.7,355.41,47.595272,12.481302
2025-10-02T10:00+00:00,-1.33,0.4,312.51,47.595272,12.481302
2025-10-02T11:00+00:00,-0.93,0.06,448.63,47.595272,12.481302
