time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-22T00:00+00:00,-10.7,28.49,0.5,1.2,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T01:00+00:00,-10.7,28.38,0.6,1.3,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T02:00+00:00,-10.6,27.83,0.8,1.2,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T03:00+00:00,-10.4,26.83,1.5,0.8,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T04:00+00:00,-10.8,33.5,2.0,-0.4,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T05:00+00:00,-11.3,34.91,1.8,-0.9,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T06:00+00:00,-11.5,33.7,1.6,-1.3,7482666.2,46.88700000000015,10.84599999999992
2026-01-22T07:00+00:00,-11.6,32.16,1.0,-1.4,7483306.2,46.88700000000015,10.84599999999992
2026-01-22T08:00+00:00,-11.8,33.46,-0.1,-0.9,7710519.2,46.88700000000015,10.84599999999992
2026-01-22T09:00+00:00,-11.8,33.2,-0.1,-0.4,8329434.6,46.88700000000015,10.84599999999992
2026-01-22T10:00+00:00,-11.7,32.13,0.1,-0.2,9291409.5,46.88700000000015,10.84599999999992
2026-01-22T11:00+00:00,-11.5,30.77,0.0,-0.2,10501078.6,46.88700000000015,10.84599999999992
2026-01-22T12:00+00:00,-11.3,29.58,0.1,-0.2,11837474.9,46.88700000000015,10.84599999999992
2026-01-22T13:00+00:00,-11.3,29.75,0.7,-0.2,13127788.6,46.88700000000015,10.84599999999992
2026-01-22T14:00+00:00,-11.3,33.0,0.9,-0.4,14199849.8,46.88700000000015,10.84599999999992
2026-01-22T15:00+00:00,-11.5,34.1,0.1,-0.2,14907090.2,46.88700000000015,10.84599999999992
2026-01-22T16:00+00:00,-11.7,31.89,-0.1,0.0,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T17:00+00:00,-11.6,28.19,-0.2,0.4,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T18:00+00:00,-11.7,28.56,-0.1,0.3,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T19:00+00:00,-11.8,30.75,-0.1,0.4,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T20:00+00:00,-11.9,36.79,0.2,0.5,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T21:00+00:00,-11.7,41.55,0.7,0.6,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T22:00+00:00,-11.5,42.96,1.0,0.9,15145823.8,46.88700000000015,10.84599999999992
2026-01-22T23:00+00:00,-11.4,45.2,1.2,1.2,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T00:00+00:00,-11.4,55.58,1.4,1.7,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T01:00+00:00,-11.5,63.02,1.6,2.1,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T02:00+00:00,-11.6,70.42,1.9,2.4,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T03:00+00:00,-11.6,74.58,2.0,2.7,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T04:00+00:00,-11.4,76.39,2.3,3.1,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T05:00+00:00,-11.5,80.37,2.3,3.3,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T06:00+00:00,-11.6,86.1,1.9,3.5,15145823.8,46.88700000000015,10.84599999999992
2026-01-23T07:00+00:00,-12.1,89.97,1.2,3.9,15146463.8,46.88700000000015,10.84599999999992
2026-01-23T08:00+00:00,-12.8,99.4,0.7,4.6,15330154.3,46.88700000000015,10.84599999999992
2026-01-23T09:00+00:00,-12.6,100.0,1.1,4.5,15853704.2,46.88700000000015,10.84599999999992
2026-01-23T10:00+00:00,-12.0,100.0,1.8,4.9,16743355.0,46.88700000000015,10.84599999999992
2026-01-23T11:00+00:00,-11.8,98.93,1.9,5.0,17945343.7,46.88700000000015,10.84599999999992
2026-01-23T12:00+00:00,-11.9,98.65,2.4,5.0,19252298.3,46.88700000000015,10.84599999999992
2026-01-23T13:00+00:00,-11.7,98.34,3.2,4.8,20586134.4,46.88700000000015,10.84599999999992
2026-01-23T14:00+00:00,-11.3,94.07,4.2,4.7,21665236.1,46.88700000000015,10.84599999999992
2026-01-23T15:00+00:00,-11.3,98.12,3.9,4.6,22271350.7,46.88700000000015,10.84599999999992
2026-01-23T16:00+00:00,-11.9,100.0,2.2,4.6,22436480.1,46.88700000000015,10.84599999999992
2026-01-23T17:00+00:00,-12.6,100.0,0.2,4.6,22436480.1,46.88700000000015,10.84599999999992
2026-01-23T18:00+00:00,-12.9,100.0,0.0,4.8,22436480.1,46.88700000000015,10.84599999999992

