time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T06:00+00:00,-1.6,36.8,0.0,0.4,,47.06700000000016,11.321999999999914
2026-01-21T07:00+00:00,-1.8,37.63,-0.4,0.5,-1.1,47.06700000000016,11.321999999999914
2026-01-21T08:00+00:00,-1.2,35.15,0.1,-0.7,347538.8,47.06700000000016,11.321999999999914
2026-01-21T09:00+00:00,-1.5,35.4,0.3,-0.3,1210308.0,47.06700000000016,11.321999999999914
2026-01-21T10:00+00:00,-1.5,43.79,0.1,0.4,2371334.3,47.06700000000016,11.321999999999914
2026-01-21T11:00+00:00,-0.3,44.17,-0.5,0.8,3684049.3,47.06700000000016,11.321999999999914
2026-01-21T12:00+00:00,-0.3,48.79,-0.7,0.2,4980763.3,47.06700000000016,11.321999999999914
2026-01-21T13:00+00:00,-0.7,51.74,-0.3,-0.1,6160350.7,47.06700000000016,11.321999999999914
2026-01-21T14:00+00:00,-1.1,56.4,0.3,-0.2,7082643.4,47.06700000000016,11.321999999999914
2026-01-21T15:00+00:00,-1.6,60.34,0.4,0.2,7684277.7,47.06700000000016,11.321999999999914
2026-01-21T16:00+00:00,-2.6,60.9,0.1,0.6,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T17:00+00:00,-2.8,48.96,0.2,0.7,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T18:00+00:00,-2.4,36.99,0.0,0.9,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T19:00+00:00,-3.0,31.7,0.1,2.0,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T20:00+00:00,-1.1,23.79,0.1,2.4,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T21:00+00:00,-0.9,21.57,0.2,2.7,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T22:00+00:00,-1.2,23.54,0.3,3.2,7813565.1,47.06700000000016,11.321999999999914
2026-01-21T23:00+00:00,-1.5,27.06,0.5,3.9,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T00:00+00:00,-1.4,25.48,0.6,3.6,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T01:00+00:00,-1.3,22.28,0.5,2.8,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T02:00+00:00,-1.8,22.41,0.2,1.9,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T03:00+00:00,-2.9,23.26,0.2,1.5,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T04:00+00:00,-3.3,22.31,0.1,0.9,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T05:00+00:00,-3.0,22.53,-0.1,0.9,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T06:00+00:00,-2.4,21.19,-0.1,0.8,7813565.1,47.06700000000016,11.321999999999914
2026-01-22T07:00+00:00,-2.0,21.39,0.2,0.3,7814205.1,47.06700000000016,11.321999999999914
2026-01-22T08:00+00:00,-1.9,23.53,0.2,-0.3,8186066.4,47.06700000000016,11.321999999999914
2026-01-22T09:00+00:00,-2.3,26.03,0.0,-0.3,9078277.3,47.06700000000016,11.321999999999914
2026-01-22T10:00+00:00,-2.5,37.88,-0.2,0.1,10270665.4,47.06700000000016,11.321999999999914
2026-01-22T11:00+00:00,-1.9,35.34,-0.3,0.1,11612822.1,47.06700000000016,11.321999999999914
2026-01-22T12:00+00:00,-1.6,35.98,-0.5,-0.1,12940897.9,47.06700000000016,11.321999999999914
2026-01-22T13:00+00:00,-1.6,48.0,-0.5,0.0,14151847.0,47.06700000000016,11.321999999999914
2026-01-22T14:00+00:00,-1.8,56.55,-0.2,0.2,15100381.2,47.06700000000016,11.321999999999914
2026-01-22T15:00+00:00,-2.4,54.84,0.2,0.5,15723136.8,47.06700000000016,11.321999999999914
2026-01-22T16:00+00:00,-2.9,34.29,0.3,0.6,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T17:00+00:00,-2.1,25.02,0.3,0.2,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T18:00+00:00,-1.5,26.67,0.1,-0.3,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T19:00+00:00,-1.5,29.74,-0.2,-0.3,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T20:00+00:00,-1.9,30.33,-0.2,0.1,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T21:00+00:00,-2.4,27.51,0.1,0.2,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T22:00+00:00,-2.4,25.18,0.5,-0.2,15863304.8,47.06700000000016,11.321999999999914
2026-01-22T23:00+00:00,-2.5,23.69,0.8,0.0,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T00:00+00:00,-2.9,23.77,0.8,0.1,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T01:00+00:00,-3.1,24.29,0.7,0.2,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T02:00+00:00,-4.4,28.66,0.4,0.6,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T03:00+00:00,-4.8,30.1,0.1,0.9,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T04:00+00:00,-5.0,31.68,0.1,1.3,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T05:00+00:00,-3.6,36.56,0.0,2.3,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T06:00+00:00,-3.2,40.34,0.3,3.1,15863304.8,47.06700000000016,11.321999999999914
2026-01-23T07:00+00:00,-3.0,45.07,0.4,4.1,15863944.8,47.06700000000016,11.321999999999914
2026-01-23T08:00+00:00,-3.6,54.16,0.3,5.7,16002192.7,47.06700000000016,11.321999999999914
2026-01-23T09:00+00:00,-4.0,61.87,-0.6,6.0,16166042.1,47.06700000000016,11.321999999999914
2026-01-23T10:00+00:00,-4.1,70.16,-1.0,6.2,16530222.8,47.06700000000016,11.321999999999914
2026-01-23T11:00+00:00,-4.3,74.23,-1.1,6.4,17118416.4,47.06700000000016,11.321999999999914
2026-01-23T12:00+00:00,-3.9,77.23,-1.0,6.3,18086791.7,47.06700000000016,11.321999999999914
2026-01-23T13:00+00:00,-3.8,78.56,-0.8,5.9,19268939.2,47.06700000000016,11.321999999999914
2026-01-23T14:00+00:00,-3.9,79.18,-0.7,5.6,20202752.6,47.06700000000016,11.321999999999914

