time,UU [m s-1],VV [m s-1],GL [W m-2],lat,lon
2025-10-01T00:00+00:00,2.37,-1.41,0.0,47.223515,10.994503
2025-10-01T01:00+00:00,3.97,-2.17,0.0,47.223515,10.994503
2025-10-01T02:00+00:00,4.25,-2.01,0.0,47.223515,10.994503
2025-10-01T03:00+00:00,3.79,-1.7,0.0,47.223515,10.994503
2025-10-01T04:00+00:00,3.57,-1.67,0.0,47.223515,10.994503
2025-10-01T05:00+00:00,2.09,-0.79,0.0,47.223515,10.994503
2025-10-01T06:00+00:00,-1.33,0.5,65.43,47.223515,10.994503
2025-10-01T07:00+00:00,-2.61,1.53,98.61,47.223515,10.994503
2025-10-01T08:00+00:00,-2.26,1.1,196.93,47.223515,10.994503
2025-10-01T09:00+00:00,-1.76,0.91,278.23,47.223515,10.994503
2025-10-01T10:00+00:00,-1.2,0.6,455.96,47.223515,10.994503
2025-10-01T11:00+00:00,-1.19,0.82,368.11,47.223515,10.994503
2025-10-01T12:00+00:00,-0.83,0.53,445.02,47.223515,10.994503
2025-10-01T13:00+00:00,-0.43,0.46,445.72,47.223515,10.994503
2025-10-01T14:00+00:00,-0.49,0.48,395.12,47.223515,10.994503
2025-10-01T15:00+00:00,-1.07,0.67,192.17,47.223515,10.994503
2025-10-01T16:00+00:00,-0.45,1.09,139.8,47.223515,10.994503
2025-10-01T17:00+00:00,-1.62,0.62,0.0,47.223515,10.994503
2025-10-01T18:00+00:00,-0.87,0.36,0.0,47.223515,10.994503
2025-10-01T19:00+00:00,-0.24,0.15,0.0,47.223515,10.994503
2025-10-01T20:00+00:00,-0.19,1.18,0.0,47.223515,10.994503
2025-10-01T21:00+00:00,-0.29,-0.12,0.0,47.223515,10.994503
2025-10-01T22:00+00:00,-0.23,-0.31,0.0,47.223515,10.994503
2025-10-01T23:00+00:00,-0.44,-0.08,0.0,47.223515,10.994503
2025-10-02T00:00+00:00,0.06,-0.39,0.0,47.223515,10.994503
2025-10-02T01:00+00:00,0.89,-0.95,0.0,47.223515,10.994503
2025-10-02T02:00+00:00,0.28,-0.6,0.0,47.223515,10.994503
2025-10-02T03:00+00:00,0.46,-0.78,0.0,47.223515,10.994503
2025-10-02T04:00+00:00,0.02,-0.5,0.0,47.223515,10.994503
2025-10-02T05:00+00:00,-0.55,-0.27,0.0,47.223515,10.994503
2025-10-02T06:00+00:00,-0.16,-0.66,90.67,47.223515,10.994503
2025-10-02T07:00+00:00,-1.4,0.32,247.97,47.223515,10.994503
2025-10-02T08:00+00:00,-1.83,0.6,302.98,47.223515,10.994503
2025-10-02T09:00+00:00,-1.66,0.62,560.88,47.223515,10.994503
2025-10-02T10:00+00:00,-1.95,0.9,637.63,47.223515,10.994503
2025-10-02T11:00+00:00,-1.44,0.49,597.62,47.223515,10.994503
2025-10-02T12:00+00:00,-1.3,0.45,596.06,47.223515,10.994503
2025-10-02T13:00+00:00,-1.32,0.59,596.57,47.223515,10.994503
2025-10-02T14:00+00:00,-0.84,0.83,455.51,47.223515,10.994503
2025-10-02T15:00+00:00,-0.55,1.02,216.46,47.223515,10.994503
2025-10-02T16:00+00:00,-0.01,0.82,139.04,47.223515,10.994503
