time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T06:00+00:00,-10.7,55.03,-0.2,1.4,,47.08500000000016,11.097999999999917
2026-01-21T07:00+00:00,-10.4,51.82,-0.1,1.4,-1.1,47.08500000000016,11.097999999999917
2026-01-21T08:00+00:00,-10.7,50.1,-0.3,0.7,218891.4,47.08500000000016,11.097999999999917
2026-01-21T09:00+00:00,-9.8,45.05,-1.0,0.2,911411.0,47.08500000000016,11.097999999999917
2026-01-21T10:00+00:00,-8.7,43.58,-1.0,0.0,1910508.0,47.08500000000016,11.097999999999917
2026-01-21T11:00+00:00,-8.3,42.35,-0.9,0.0,3083695.0,47.08500000000016,11.097999999999917
2026-01-21T12:00+00:00,-8.1,41.2,-0.9,0.0,4300404.5,47.08500000000016,11.097999999999917
2026-01-21T13:00+00:00,-8.4,41.97,-0.6,0.0,5415348.2,47.08500000000016,11.097999999999917
2026-01-21T14:00+00:00,-9.5,46.22,-0.7,0.3,6291558.2,47.08500000000016,11.097999999999917
2026-01-21T15:00+00:00,-9.8,45.11,-0.2,0.7,6864390.9,47.08500000000016,11.097999999999917
2026-01-21T16:00+00:00,-10.2,51.84,-0.3,1.1,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T17:00+00:00,-10.3,57.72,-0.3,1.3,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T18:00+00:00,-10.1,48.31,-0.4,1.2,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T19:00+00:00,-10.1,40.08,-0.3,1.1,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T20:00+00:00,-10.7,37.04,-0.3,0.9,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T21:00+00:00,-10.5,32.83,-0.3,1.0,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T22:00+00:00,-10.6,29.58,-0.5,0.8,7050641.5,47.08500000000016,11.097999999999917
2026-01-21T23:00+00:00,-10.7,27.15,-0.4,0.8,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T00:00+00:00,-10.5,25.87,-0.4,1.3,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T01:00+00:00,-9.9,25.93,-0.1,1.8,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T02:00+00:00,-10.2,26.57,0.1,1.6,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T03:00+00:00,-10.7,28.57,0.3,1.6,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T04:00+00:00,-10.7,28.82,0.2,1.8,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T05:00+00:00,-11.0,28.95,0.1,1.6,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T06:00+00:00,-11.0,28.79,0.1,1.6,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T07:00+00:00,-11.3,29.5,-0.1,1.3,7050641.5,47.08500000000016,11.097999999999917
2026-01-22T08:00+00:00,-11.6,29.32,0.0,1.1,7284894.9,47.08500000000016,11.097999999999917
2026-01-22T09:00+00:00,-11.3,29.45,-0.1,0.8,8001095.8,47.08500000000016,11.097999999999917
2026-01-22T10:00+00:00,-10.7,30.07,0.0,0.8,9026434.4,47.08500000000016,11.097999999999917
2026-01-22T11:00+00:00,-10.3,30.82,-0.1,0.9,10225862.9,47.08500000000016,11.097999999999917
2026-01-22T12:00+00:00,-9.3,29.63,-0.2,1.2,11470093.9,47.08500000000016,11.097999999999917
