time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-22T00:00+00:00,1.3,26.17,0.5,0.9,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T01:00+00:00,1.6,24.56,0.5,1.0,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T02:00+00:00,1.1,24.51,0.6,1.2,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T03:00+00:00,1.2,24.7,1.2,1.4,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T04:00+00:00,0.8,23.6,1.3,1.5,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T05:00+00:00,0.6,23.22,1.5,1.4,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T06:00+00:00,0.2,24.67,1.7,1.2,6662139.4,47.46300000000017,10.509999999999925
2026-01-22T07:00+00:00,-0.2,27.52,1.5,1.2,6661499.3,47.46300000000017,10.509999999999925
2026-01-22T08:00+00:00,-0.4,28.48,0.9,1.5,6802947.4,47.46300000000017,10.509999999999925
2026-01-22T09:00+00:00,0.1,26.9,0.7,1.5,7388580.8,47.46300000000017,10.509999999999925
2026-01-22T10:00+00:00,0.4,23.81,1.1,1.1,8259670.6,47.46300000000017,10.509999999999925
2026-01-22T11:00+00:00,0.6,29.05,1.2,0.9,9343252.5,47.46300000000017,10.509999999999925
2026-01-22T12:00+00:00,0.8,32.22,1.2,0.8,10546521.2,47.46300000000017,10.509999999999925
2026-01-22T13:00+00:00,0.8,37.58,1.2,0.7,11712667.8,47.46300000000017,10.509999999999925
2026-01-22T14:00+00:00,0.6,41.84,1.3,0.6,12681683.1,47.46300000000017,10.509999999999925
2026-01-22T15:00+00:00,0.2,42.96,1.4,0.8,13316599.3,47.46300000000017,10.509999999999925
2026-01-22T16:00+00:00,-0.7,48.87,2.0,1.0,13465727.9,47.46300000000017,10.509999999999925
2026-01-22T17:00+00:00,-1.3,50.57,2.2,1.5,13466367.9,47.46300000000017,10.509999999999925
2026-01-22T18:00+00:00,-1.6,50.8,1.9,1.7,13466367.9,47.46300000000017,10.509999999999925
2026-01-22T19:00+00:00,-1.6,48.92,1.7,1.7,13466367.9,47.46300000000017,10.509999999999925
2026-01-22T20:00+00:00,-1.6,45.62,1.5,1.7,13466367.9,47.46300000000017,10.509999999999925
2026-01-22T21:00+00:00,-1.6,42.99,1.1,1.6,13466367.9,47.46300000000017,10.509999999999925
2026-01-22T22:00+00:00,-1.9,42.94,0.2,1.6,13466367.9,47.46300000000017,10.509999999999925
2026-01-22T23:00+00:00,-2.4,43.25,-0.1,0.3,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T00:00+00:00,-0.9,37.2,-0.2,0.2,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T01:00+00:00,-0.8,35.89,-0.6,0.3,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T02:00+00:00,-1.1,36.05,-0.5,0.7,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T03:00+00:00,-1.9,36.36,-0.3,1.1,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T04:00+00:00,-1.7,36.19,-0.5,1.8,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T05:00+00:00,-0.9,33.75,-0.4,2.0,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T06:00+00:00,-0.3,31.32,-0.2,2.1,13466367.9,47.46300000000017,10.509999999999925
2026-01-23T07:00+00:00,0.2,31.29,0.1,2.1,13465727.9,47.46300000000017,10.509999999999925
2026-01-23T08:00+00:00,0.4,33.59,0.6,1.9,13628937.2,47.46300000000017,10.509999999999925
2026-01-23T09:00+00:00,1.0,37.53,0.3,1.8,14140966.4,47.46300000000017,10.509999999999925
2026-01-23T10:00+00:00,1.5,37.97,0.0,2.1,15000535.5,47.46300000000017,10.509999999999925
2026-01-23T11:00+00:00,2.0,44.14,0.1,2.0,16059155.9,47.46300000000017,10.509999999999925
2026-01-23T12:00+00:00,2.4,46.1,0.5,1.2,17235543.1,47.46300000000017,10.509999999999925
2026-01-23T13:00+00:00,2.6,46.88,0.6,0.4,18386968.9,47.46300000000017,10.509999999999925
2026-01-23T14:00+00:00,2.3,52.27,0.3,-0.3,19345103.6,47.46300000000017,10.509999999999925
2026-01-23T15:00+00:00,1.4,68.84,-0.2,0.2,19967859.1,47.46300000000017,10.509999999999925
2026-01-23T16:00+00:00,0.4,66.28,-0.3,1.3,20129148.4,47.46300000000017,10.509999999999925
2026-01-23T17:00+00:00,0.0,62.57,-0.3,1.7,20129148.4,47.46300000000017,10.509999999999925
2026-01-23T18:00+00:00,0.0,61.83,-0.4,1.9,20129148.4,47.46300000000017,10.509999999999925

