time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T03:00+00:00,-4.2,46.47,-2.0,0.3,,46.995000000000154,11.013999999999918
2026-01-21T04:00+00:00,-6.2,56.1,-1.4,-0.4,-1.1,46.995000000000154,11.013999999999918
2026-01-21T05:00+00:00,-6.9,57.52,-1.7,-0.2,-1.1,46.995000000000154,11.013999999999918
2026-01-21T06:00+00:00,-8.0,61.81,-1.8,-0.2,-1.1,46.995000000000154,11.013999999999918
2026-01-21T07:00+00:00,-9.3,68.11,-1.8,-0.1,-1.1,46.995000000000154,11.013999999999918
2026-01-21T08:00+00:00,-7.1,57.75,-1.8,-0.1,193469.9,46.995000000000154,11.013999999999918
2026-01-21T09:00+00:00,-4.2,49.23,-1.6,0.1,913156.8,46.995000000000154,11.013999999999918
2026-01-21T10:00+00:00,-1.7,42.29,-1.0,0.5,2031129.2,46.995000000000154,11.013999999999918
2026-01-21T11:00+00:00,-0.6,58.01,-0.8,0.4,3430170.2,46.995000000000154,11.013999999999918
2026-01-21T12:00+00:00,0.5,62.96,0.1,-0.2,4952100.0,46.995000000000154,11.013999999999918
2026-01-21T13:00+00:00,0.3,61.61,0.7,-0.8,6426134.7,46.995000000000154,11.013999999999918
2026-01-21T14:00+00:00,-0.2,59.95,0.6,-0.7,7665105.3,46.995000000000154,11.013999999999918
2026-01-21T15:00+00:00,-1.1,63.18,0.1,-0.1,8493186.3,46.995000000000154,11.013999999999918
2026-01-21T16:00+00:00,-3.2,61.86,-0.6,0.1,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T17:00+00:00,-5.7,64.55,-1.5,-0.1,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T18:00+00:00,-5.5,58.86,-1.8,0.3,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T19:00+00:00,-5.9,53.9,-1.9,0.8,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T20:00+00:00,-6.6,49.89,-2.0,1.0,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T21:00+00:00,-7.4,50.44,-1.9,1.2,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T22:00+00:00,-7.5,51.26,-2.0,1.3,8762281.1,46.995000000000154,11.013999999999918
2026-01-21T23:00+00:00,-6.8,43.38,-2.0,1.3,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T00:00+00:00,-5.8,36.65,-1.9,1.4,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T01:00+00:00,-4.9,33.32,-1.9,1.4,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T02:00+00:00,-4.7,32.41,-1.9,1.1,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T03:00+00:00,-5.9,36.58,-2.0,0.5,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T04:00+00:00,-7.9,45.02,-1.8,-0.2,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T05:00+00:00,-10.4,58.04,-1.8,-0.4,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T06:00+00:00,-11.5,64.6,-1.9,-0.5,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T07:00+00:00,-12.2,68.71,-2.0,-0.5,8762281.1,46.995000000000154,11.013999999999918
2026-01-22T08:00+00:00,-9.6,55.13,-1.9,-0.3,8969616.5,46.995000000000154,11.013999999999918
2026-01-22T09:00+00:00,-5.8,42.11,-1.5,-0.1,9721443.5,46.995000000000154,11.013999999999918
2026-01-22T10:00+00:00,-2.9,38.51,-0.9,0.2,10874707.1,46.995000000000154,11.013999999999918
