time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-22T00:00+00:00,0.6,35.19,-1.7,0.7,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T01:00+00:00,0.3,35.93,-1.7,0.7,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T02:00+00:00,-0.2,36.86,-1.7,0.5,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T03:00+00:00,-1.3,38.83,-1.6,-0.3,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T04:00+00:00,-2.0,37.34,-1.1,-0.5,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T05:00+00:00,-2.0,34.67,-0.5,-0.4,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T06:00+00:00,-0.5,28.54,-0.1,-0.9,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T07:00+00:00,-0.2,26.06,0.7,-1.1,6557173.4,47.51700000000017,10.87399999999992
2026-01-22T08:00+00:00,-0.2,28.8,0.4,-1.0,6770945.6,47.51700000000017,10.87399999999992
2026-01-22T09:00+00:00,-0.1,29.11,-0.1,-0.4,7351458.7,47.51700000000017,10.87399999999992
2026-01-22T10:00+00:00,0.4,28.51,0.1,-0.2,8214228.0,47.51700000000017,10.87399999999992
2026-01-22T11:00+00:00,1.3,26.32,0.3,0.3,9263887.9,47.51700000000017,10.87399999999992
2026-01-22T12:00+00:00,2.1,30.09,0.7,0.4,10390352.2,47.51700000000017,10.87399999999992
2026-01-22T13:00+00:00,2.5,31.81,1.0,0.2,11481614.6,47.51700000000017,10.87399999999992
2026-01-22T14:00+00:00,2.4,33.71,0.8,0.4,12414147.8,47.51700000000017,10.87399999999992
2026-01-22T15:00+00:00,2.0,38.59,0.4,0.5,13051624.2,47.51700000000017,10.87399999999992
2026-01-22T16:00+00:00,1.1,43.98,-0.1,-0.1,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T17:00+00:00,0.5,42.68,0.7,-0.7,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T18:00+00:00,-0.7,47.86,0.3,-1.0,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T19:00+00:00,-1.0,50.45,0.0,-0.8,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T20:00+00:00,-1.3,49.81,0.0,-0.9,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T21:00+00:00,-1.6,45.34,-0.2,-0.8,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T22:00+00:00,-2.5,43.76,-0.3,-0.7,13270516.7,47.51700000000017,10.87399999999992
2026-01-22T23:00+00:00,-3.4,44.21,-0.4,-0.7,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T00:00+00:00,-3.7,44.66,-0.6,-0.8,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T01:00+00:00,-4.1,46.61,-0.8,-0.8,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T02:00+00:00,-4.5,48.98,-1.3,-1.0,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T03:00+00:00,-3.6,44.98,-1.7,-0.9,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T04:00+00:00,-2.1,37.88,-1.8,-0.1,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T05:00+00:00,-1.7,38.54,-1.7,0.6,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T06:00+00:00,-1.3,39.33,-1.5,0.9,13270516.7,47.51700000000017,10.87399999999992
2026-01-23T07:00+00:00,-1.1,40.56,-1.5,1.0,13271156.7,47.51700000000017,10.87399999999992
2026-01-23T08:00+00:00,-0.9,41.9,-1.5,0.9,13447166.8,47.51700000000017,10.87399999999992
2026-01-23T09:00+00:00,-0.3,42.89,-1.2,1.2,13971996.8,47.51700000000017,10.87399999999992
2026-01-23T10:00+00:00,0.6,49.12,-0.9,1.7,14714439.2,47.51700000000017,10.87399999999992
2026-01-23T11:00+00:00,1.5,50.04,-0.8,2.0,15744898.0,47.51700000000017,10.87399999999992
2026-01-23T12:00+00:00,2.2,49.65,-0.3,2.1,16847040.9,47.51700000000017,10.87399999999992
2026-01-23T13:00+00:00,2.5,49.86,-0.1,1.9,17913981.9,47.51700000000017,10.87399999999992
2026-01-23T14:00+00:00,2.6,50.82,-0.2,1.7,18836914.6,47.51700000000017,10.87399999999992
2026-01-23T15:00+00:00,2.3,51.04,-0.6,1.3,19450069.6,47.51700000000017,10.87399999999992
2026-01-23T16:00+00:00,1.6,50.21,-1.0,0.9,19638880.4,47.51700000000017,10.87399999999992
2026-01-23T17:00+00:00,0.9,49.98,-1.1,0.8,19638880.4,47.51700000000017,10.87399999999992
2026-01-23T18:00+00:00,0.3,51.3,-1.3,0.5,19638880.4,47.51700000000017,10.87399999999992

