time,UU [m s-1],VV [m s-1],GL [W m-2],lat,lon
2025-10-01T00:00+00:00,2.74,-4.15,0.0,47.10826,12.344172
2025-10-01T01:00+00:00,3.2,-4.7,0.0,47.10826,12.344172
2025-10-01T02:00+00:00,3.02,-5.16,0.0,47.10826,12.344172
2025-10-01T03:00+00:00,2.67,-4.4,0.0,47.10826,12.344172
2025-10-01T04:00+00:00,2.46,-4.46,0.0,47.10826,12.344172
2025-10-01T05:00+00:00,2.69,-4.33,0.0,47.10826,12.344172
2025-10-01T06:00+00:00,2.84,-5.36,22.18,47.10826,12.344172
2025-10-01T07:00+00:00,2.25,-6.23,192.67,47.10826,12.344172
2025-10-01T08:00+00:00,1.59,-5.41,294.81,47.10826,12.344172
2025-10-01T09:00+00:00,1.04,-3.59,302.91,47.10826,12.344172
2025-10-01T10:00+00:00,-0.31,-2.94,489.97,47.10826,12.344172
2025-10-01T11:00+00:00,-0.94,-4.65,569.99,47.10826,12.344172
2025-10-01T12:00+00:00,0.05,-4.61,551.69,47.10826,12.344172
2025-10-01T13:00+00:00,0.13,-4.45,482.65,47.10826,12.344172
2025-10-01T14:00+00:00,-0.46,-5.32,344.44,47.10826,12.344172
2025-10-01T15:00+00:00,-1.59,-5.34,221.11,47.10826,12.344172
2025-10-01T16:00+00:00,-1.52,-6.27,85.78,47.10826,12.344172
2025-10-01T17:00+00:00,-2.12,-6.13,0.0,47.10826,12.344172
2025-10-01T18:00+00:00,-2.17,-5.76,0.0,47.10826,12.344172
2025-10-01T19:00+00:00,-2.03,-7.61,0.0,47.10826,12.344172
2025-10-01T20:00+00:00,-1.13,-7.13,0.0,47.10826,12.344172
2025-10-01T21:00+00:00,-1.46,-7.2,0.0,47.10826,12.344172
2025-10-01T22:00+00:00,-1.08,-7.56,0.0,47.10826,12.344172
2025-10-01T23:00+00:00,-2.13,-7.58,0.0,47.10826,12.344172
2025-10-02T00:00+00:00,-2.64,-9.13,0.0,47.10826,12.344172
2025-10-02T01:00+00:00,-3.26,-9.75,0.0,47.10826,12.344172
2025-10-02T02:00+00:00,-3.68,-10.04,0.0,47.10826,12.344172
2025-10-02T03:00+00:00,-2.75,-7.96,0.0,47.10826,12.344172
2025-10-02T04:00+00:00,-4.36,-8.51,0.0,47.10826,12.344172
2025-10-02T05:00+00:00,-2.51,-8.16,0.0,47.10826,12.344172
2025-10-02T06:00+00:00,-2.15,-8.8,26.64,47.10826,12.344172
2025-10-02T07:00+00:00,-3.14,-8.18,272.62,47.10826,12.344172
2025-10-02T08:00+00:00,-3.08,-7.83,301.11,47.10826,12.344172
2025-10-02T09:00+00:00,-3.07,-7.79,572.83,47.10826,12.344172
2025-10-02T10:00+00:00,-1.63,-8.17,600.91,47.10826,12.344172
2025-10-02T11:00+00:00,-2.58,-6.61,602.94,47.10826,12.344172
2025-10-02T12:00+00:00,-2.41,-7.26,576.6,47.10826,12.344172
2025-10-02T13:00+00:00,-3.22,-8.28,450.02,47.10826,12.344172
2025-10-02T14:00+00:00,-2.67,-8.68,373.59,47.10826,12.344172
2025-10-02T15:00+00:00,-1.58,-9.84,246.07,47.10826,12.344172
2025-10-02T16:00+00:00,-2.08,-10.22,117.66,47.10826,12.344172
2025-10-02T17:00+00:00,-2.12,-10.01,0.0,47.10826,12.344172
2025-10-02T18:00+00:00,-2.0,-9.77,0.0,47.10826,12.344172
2025-10-02T19:00+00:00,-2.11,-11.44,0.0,47.10826,12.344172
2025-10-02T20:00+00:00,-2.15,-11.28,0.0,47.10826,12.344172
2025-10-02T21:00+00:00,-2.61,-12.11,0.0,47.10826,12.344172
2025-10-02T22:00+00:00,-2.92,-11.49,0.0,47.10826,12.344172
2025-10-02T23:00+00:00,-2.35,-11.32,0.0,47.10826,12.344172
2025-10-03T00:00+00:00,-2.18,-10.86,0.0,47.10826,12.344172
2025-10-03T01:00+00:00,-3.18,-11.64,0.0,47.10826,12.344172
2025-10-03T02:00+00:00,-2.76,-11.06,0.0,47.10826,12.344172
2025-10-03T03:00+00:00,-2.29,-10.89,0.0,47.10826,12.344172
2025-10-03T04:00+00:00,-2.75,-10.9,0.0,47.10826,12.344172
2025-10-03T05:00+00:00,-2.16,-11.65,0.0,47.10826,12.344172
2025-10-03T06:00+00:00,-1.79,-11.0,26.15,47.10826,12.344172
2025-10-03T07:00+00:00,-1.64,-11.65,272.68,47.10826,12.344172
2025-10-03T08:00+00:00,-1.34,-11.03,323.31,47.10826,12.344172
2025-10-03T09:00+00:00,-0.48,-10.8,503.56,47.10826,12.344172
2025-10-03T10:00+00:00,0.02,-11.71,560.72,47.10826,12.344172
2025-10-03T11:00+00:00,0.07,-11.62,595.48,47.10826,12.344172
2025-10-03T12:00+00:00,1.32,-11.22,582.85,47.10826,12.344172
2025-10-03T13:00+00:00,1.37,-10.95,502.72,47.10826,12.344172
2025-10-03T14:00+00:00,1.83,-10.25,396.8,47.10826,12.344172
2025-10-03T15:00+00:00,2.07,-12.11,266.48,47.10826,12.344172
2025-10-03T16:00+00:00,3.07,-10.66,114.0,47.10826,12.344172
2025-10-03T17:00+00:00,3.34,-11.05,0.0,47.10826,12.344172
2025-10-03T18:00+00:00,2.45,-11.24,0.0,47.10826,12.344172
2025-10-03T19:00+00:00,3.15,-10.99,0.0,47.10826,12.344172
2025-10-03T20:00+00:00,4.17,-13.89,0.0,47.10826,12.344172
2025-10-03T21:00+00:00,3.83,-13.26,0.0,47.10826,12.344172
2025-10-03T22:00+00:00,3.51,-12.63,0.0,47.10826,12.344172
2025-10-03T23:00+00:00,5.19,-12.0,0.0,47.10826,12.344172
2025-10-04T00:00+00:00,4.81,-11.11,0.0,47.10826,12.344172
2025-10-04T01:00+00:00,4.72,-10.51,0.0,47.10826,12.344172
2025-10-04T02:00+00:00,10.05,-17.17,0.0,47.10826,12.344172
2025-10-04T03:00+00:00,3.19,-11.33,0.0,47.10826,12.344172
2025-10-04T04:00+00:00,6.65,-10.81,0.0,47.10826,12.344172
2025-10-04T05:00+00:00,6.81,-10.72,0.0,47.10826,12.344172
2025-10-04T06:00+00:00,6.32,-11.23,22.36,47.10826,12.344172
2025-10-04T07:00+00:00,6.25,-11.41,161.8,47.10826,12.344172
2025-10-04T08:00+00:00,5.7,-13.37,211.83,47.10826,12.344172
2025-10-04T09:00+00:00,5.94,-13.75,220.69,47.10826,12.344172
2025-10-04T10:00+00:00,4.59,-11.33,274.84,47.10826,12.344172
2025-10-04T11:00+00:00,7.92,-8.81,367.53,47.10826,12.344172
2025-10-04T12:00+00:00,10.58,-7.08,469.26,47.10826,12.344172
2025-10-04T13:00+00:00,13.11,-6.77,415.75,47.10826,12.344172
2025-10-04T14:00+00:00,14.19,-5.26,328.18,47.10826,12.344172
2025-10-04T15:00+00:00,17.72,-3.56,172.23,47.10826,12.344172
2025-10-04T16:00+00:00,14.09,-5.29,60.34,47.10826,12.344172
2025-10-04T17:00+00:00,12.8,-3.67,0.0,47.10826,12.344172
