uid,name,latitude,longitude,source_aspect_deg,aspect_cardinal,preferred_aspect_deg,elev_m,difficulty,height_hint_m,dem_source,dem_resolution_m,line_status,route_point_count,route_length_m,route_drop_m,route_bearing_deg,slope_mean_deg,slope_p90_deg,slope_max_deg,aspect_agreement,steep_continuity,dem_resolution_factor,route_length_factor,route_confidence,confinement_index,topo_support_index,convexity_index,unsupported_steep_fraction,support_score,collapse_risk_score,qa_flag,qa_note
26,Lucky Strike,47.01162268,10.96634326,15,N,15,1773.447,WI6,,DOM_Oetztal_50cm,0.5,qa_only,,,,,,,,,,1.1,,,,,,,,,route_failed,Automatic route tracing could not build a line with at least three support points.
