uid;name;latitude;longitude;hoehe_dgm5m;erstbegehnung;schwierigkeit;eisfallhhe;zustieg;abstieg;beschreibung;ausrichtung
1;Mannerschnitte;47,18785309;10,91448647;946,5510254;Karl Dung & Hansj”rg Auer, 19. Dezember 2013;WI5-/M4;6 SL;;Abseilen Route orografisch rechts;Abseilschlingen z.T. belassen;1
