time,UU [m s-1],VV [m s-1],GL [W m-2],lat,lon
2025-10-01T00:00+00:00,0.97,-0.08,0.0,47.0087,12.280252
2025-10-01T01:00+00:00,1.66,-0.08,0.0,47.0087,12.280252
2025-10-01T02:00+00:00,1.12,-0.06,0.0,47.0087,12.280252
2025-10-01T03:00+00:00,1.16,-0.06,0.0,47.0087,12.280252
2025-10-01T04:00+00:00,1.84,-0.07,0.0,47.0087,12.280252
2025-10-01T05:00+00:00,0.87,-0.08,0.0,47.0087,12.280252
2025-10-01T06:00+00:00,1.11,-0.09,20.69,47.0087,12.280252
2025-10-01T07:00+00:00,1.81,-0.12,164.31,47.0087,12.280252
2025-10-01T08:00+00:00,2.08,-0.11,269.04,47.0087,12.280252
2025-10-01T09:00+00:00,2.61,-0.08,319.73,47.0087,12.280252
2025-10-01T10:00+00:00,1.88,-0.16,433.82,47.0087,12.280252
2025-10-01T11:00+00:00,1.04,-0.14,516.87,47.0087,12.280252
2025-10-01T12:00+00:00,1.9,-0.14,482.18,47.0087,12.280252
2025-10-01T13:00+00:00,1.72,-0.12,554.41,47.0087,12.280252
2025-10-01T14:00+00:00,1.79,-0.06,86.44,47.0087,12.280252
2025-10-01T15:00+00:00,1.09,-0.11,64.54,47.0087,12.280252
2025-10-01T16:00+00:00,1.7,-0.04,28.61,47.0087,12.280252
2025-10-01T17:00+00:00,1.87,-0.08,0.0,47.0087,12.280252
2025-10-01T18:00+00:00,1.55,-0.11,0.0,47.0087,12.280252
2025-10-01T19:00+00:00,1.57,-0.11,0.0,47.0087,12.280252
2025-10-01T20:00+00:00,2.45,-0.11,0.0,47.0087,12.280252
2025-10-01T21:00+00:00,2.44,-0.11,0.0,47.0087,12.280252
2025-10-01T22:00+00:00,3.33,-0.07,0.0,47.0087,12.280252
2025-10-01T23:00+00:00,2.87,-0.08,0.0,47.0087,12.280252
2025-10-02T00:00+00:00,2.27,-0.1,0.0,47.0087,12.280252
2025-10-02T01:00+00:00,1.71,-0.1,0.0,47.0087,12.280252
2025-10-02T02:00+00:00,1.17,-0.08,0.0,47.0087,12.280252
2025-10-02T03:00+00:00,1.8,-0.11,0.0,47.0087,12.280252
2025-10-02T04:00+00:00,0.23,-0.1,0.0,47.0087,12.280252
2025-10-02T05:00+00:00,1.23,-0.11,0.0,47.0087,12.280252
2025-10-02T06:00+00:00,1.32,-0.1,24.84,47.0087,12.280252
2025-10-02T07:00+00:00,0.02,-0.08,262.06,47.0087,12.280252
2025-10-02T08:00+00:00,-0.14,-0.06,417.36,47.0087,12.280252
2025-10-02T09:00+00:00,-0.12,-0.06,551.68,47.0087,12.280252
2025-10-02T10:00+00:00,0.98,0.0,659.41,47.0087,12.280252
2025-10-02T11:00+00:00,0.15,-0.02,546.53,47.0087,12.280252
2025-10-02T12:00+00:00,1.02,0.0,515.77,47.0087,12.280252
2025-10-02T13:00+00:00,-0.09,-0.05,476.44,47.0087,12.280252
2025-10-02T14:00+00:00,0.6,-0.06,82.72,47.0087,12.280252
2025-10-02T15:00+00:00,2.53,-0.07,49.74,47.0087,12.280252
2025-10-02T16:00+00:00,2.16,-0.12,24.81,47.0087,12.280252
2025-10-02T17:00+00:00,2.63,-0.08,0.0,47.0087,12.280252
2025-10-02T18:00+00:00,2.51,-0.04,0.0,47.0087,12.280252
2025-10-02T19:00+00:00,1.67,-0.05,0.0,47.0087,12.280252
2025-10-02T20:00+00:00,1.19,-0.06,0.0,47.0087,12.280252
2025-10-02T21:00+00:00,0.89,-0.09,0.0,47.0087,12.280252
2025-10-02T22:00+00:00,0.43,-0.1,0.0,47.0087,12.280252
2025-10-02T23:00+00:00,0.85,-0.13,0.0,47.0087,12.280252
2025-10-03T00:00+00:00,1.18,-0.12,0.0,47.0087,12.280252
2025-10-03T01:00+00:00,0.21,-0.13,0.0,47.0087,12.280252
2025-10-03T02:00+00:00,0.41,-0.11,0.0,47.0087,12.280252
2025-10-03T03:00+00:00,0.66,-0.1,0.0,47.0087,12.280252
2025-10-03T04:00+00:00,0.0,-0.07,0.0,47.0087,12.280252
2025-10-03T05:00+00:00,0.17,-0.07,0.0,47.0087,12.280252
2025-10-03T06:00+00:00,0.47,-0.07,24.86,47.0087,12.280252
2025-10-03T07:00+00:00,0.23,-0.12,263.82,47.0087,12.280252
2025-10-03T08:00+00:00,0.19,-0.12,440.49,47.0087,12.280252
2025-10-03T09:00+00:00,0.34,-0.09,573.24,47.0087,12.280252
2025-10-03T10:00+00:00,0.1,-0.07,660.03,47.0087,12.280252
2025-10-03T11:00+00:00,0.65,-0.1,689.64,47.0087,12.280252
2025-10-03T12:00+00:00,2.85,0.05,537.34,47.0087,12.280252
2025-10-03T13:00+00:00,2.93,0.15,578.64,47.0087,12.280252
2025-10-03T14:00+00:00,2.73,0.09,76.7,47.0087,12.280252
2025-10-03T15:00+00:00,3.23,0.04,48.31,47.0087,12.280252
2025-10-03T16:00+00:00,3.79,0.0,23.93,47.0087,12.280252
2025-10-03T17:00+00:00,3.79,-0.03,0.0,47.0087,12.280252
2025-10-03T18:00+00:00,3.05,-0.06,0.0,47.0087,12.280252
2025-10-03T19:00+00:00,3.23,-0.08,0.0,47.0087,12.280252
2025-10-03T20:00+00:00,3.46,-0.1,0.0,47.0087,12.280252
2025-10-03T21:00+00:00,2.49,-0.09,0.0,47.0087,12.280252
2025-10-03T22:00+00:00,1.48,-0.09,0.0,47.0087,12.280252
2025-10-03T23:00+00:00,2.98,-0.11,0.0,47.0087,12.280252
2025-10-04T00:00+00:00,2.82,-0.13,0.0,47.0087,12.280252
2025-10-04T01:00+00:00,1.99,-0.13,0.0,47.0087,12.280252
2025-10-04T02:00+00:00,5.47,-0.14,0.0,47.0087,12.280252
2025-10-04T03:00+00:00,-0.65,-0.13,0.0,47.0087,12.280252
2025-10-04T04:00+00:00,3.03,-0.15,0.0,47.0087,12.280252
2025-10-04T05:00+00:00,2.84,-0.14,0.0,47.0087,12.280252
2025-10-04T06:00+00:00,2.42,-0.15,21.58,47.0087,12.280252
2025-10-04T07:00+00:00,2.34,-0.09,101.39,47.0087,12.280252
2025-10-04T08:00+00:00,1.06,-0.1,162.69,47.0087,12.280252
2025-10-04T09:00+00:00,0.88,-0.04,148.25,47.0087,12.280252
2025-10-04T10:00+00:00,-1.3,-0.04,173.5,47.0087,12.280252
2025-10-04T11:00+00:00,0.59,-0.13,270.67,47.0087,12.280252
2025-10-04T12:00+00:00,0.24,-0.09,389.05,47.0087,12.280252
2025-10-04T13:00+00:00,2.35,-0.03,361.33,47.0087,12.280252
2025-10-04T14:00+00:00,2.26,-0.02,76.62,47.0087,12.280252
2025-10-04T15:00+00:00,5.46,0.06,44.09,47.0087,12.280252
2025-10-04T16:00+00:00,4.71,0.09,29.45,47.0087,12.280252
2025-10-04T17:00+00:00,5.0,0.07,0.0,47.0087,12.280252
2025-10-04T18:00+00:00,2.47,0.0,0.0,47.0087,12.280252
2025-10-04T19:00+00:00,2.37,-0.03,0.0,47.0087,12.280252
2025-10-04T20:00+00:00,3.32,-0.11,0.0,47.0087,12.280252
2025-10-04T21:00+00:00,1.17,-0.12,0.0,47.0087,12.280252
2025-10-04T22:00+00:00,2.36,-0.17,0.0,47.0087,12.280252
2025-10-04T23:00+00:00,3.67,-0.21,0.0,47.0087,12.280252
2025-10-05T00:00+00:00,4.0,-0.24,0.0,47.0087,12.280252
2025-10-05T01:00+00:00,1.8,-0.14,0.0,47.0087,12.280252
2025-10-05T02:00+00:00,2.68,-0.22,0.0,47.0087,12.280252
2025-10-05T03:00+00:00,1.21,-0.16,0.0,47.0087,12.280252
2025-10-05T04:00+00:00,2.7,-0.17,0.0,47.0087,12.280252
2025-10-05T05:00+00:00,3.47,-0.21,0.0,47.0087,12.280252
2025-10-05T06:00+00:00,3.96,-0.21,13.18,47.0087,12.280252
2025-10-05T07:00+00:00,6.33,-0.21,49.38,47.0087,12.280252
2025-10-05T08:00+00:00,6.54,-0.24,98.27,47.0087,12.280252
2025-10-05T09:00+00:00,6.16,-0.24,152.04,47.0087,12.280252
2025-10-05T10:00+00:00,4.52,-0.2,234.12,47.0087,12.280252
2025-10-05T11:00+00:00,3.13,-0.23,280.73,47.0087,12.280252
2025-10-05T12:00+00:00,3.4,-0.21,382.14,47.0087,12.280252
2025-10-05T13:00+00:00,1.71,-0.15,357.22,47.0087,12.280252
2025-10-05T14:00+00:00,1.27,-0.03,79.91,47.0087,12.280252
2025-10-05T15:00+00:00,0.62,-0.06,42.29,47.0087,12.280252
2025-10-05T16:00+00:00,3.69,-0.19,23.54,47.0087,12.280252
2025-10-05T17:00+00:00,0.73,-0.18,0.0,47.0087,12.280252
2025-10-05T18:00+00:00,2.59,-0.13,0.0,47.0087,12.280252
2025-10-05T19:00+00:00,4.53,-0.18,0.0,47.0087,12.280252
2025-10-05T20:00+00:00,3.06,-0.18,0.0,47.0087,12.280252
2025-10-05T21:00+00:00,1.48,-0.13,0.0,47.0087,12.280252
2025-10-05T22:00+00:00,4.25,-0.15,0.0,47.0087,12.280252
2025-10-05T23:00+00:00,3.1,-0.15,0.0,47.0087,12.280252
2025-10-06T00:00+00:00,2.73,-0.18,0.0,47.0087,12.280252
2025-10-06T01:00+00:00,3.28,-0.2,0.0,47.0087,12.280252
2025-10-06T02:00+00:00,4.43,-0.27,0.0,47.0087,12.280252
2025-10-06T03:00+00:00,5.03,-0.28,0.0,47.0087,12.280252
2025-10-06T04:00+00:00,5.46,-0.29,0.0,47.0087,12.280252
2025-10-06T05:00+00:00,5.7,-0.27,0.0,47.0087,12.280252
2025-10-06T06:00+00:00,6.03,-0.28,15.36,47.0087,12.280252
2025-10-06T07:00+00:00,6.25,-0.24,98.56,47.0087,12.280252
2025-10-06T08:00+00:00,7.45,-0.19,234.95,47.0087,12.280252
2025-10-06T09:00+00:00,8.44,-0.2,214.11,47.0087,12.280252
2025-10-06T10:00+00:00,8.37,-0.25,225.76,47.0087,12.280252
2025-10-06T11:00+00:00,7.21,-0.19,236.77,47.0087,12.280252
2025-10-06T12:00+00:00,8.02,-0.18,249.51,47.0087,12.280252
2025-10-06T13:00+00:00,6.88,-0.18,203.34,47.0087,12.280252
2025-10-06T14:00+00:00,6.25,-0.2,76.62,47.0087,12.280252
2025-10-06T15:00+00:00,5.27,-0.19,42.34,47.0087,12.280252
2025-10-06T16:00+00:00,5.35,-0.19,22.55,47.0087,12.280252
2025-10-06T17:00+00:00,5.19,-0.2,0.0,47.0087,12.280252
2025-10-06T18:00+00:00,5.43,-0.18,0.0,47.0087,12.280252
2025-10-06T19:00+00:00,5.71,-0.15,0.0,47.0087,12.280252
2025-10-06T20:00+00:00,5.15,-0.14,0.0,47.0087,12.280252
2025-10-06T21:00+00:00,5.54,-0.12,0.0,47.0087,12.280252
2025-10-06T22:00+00:00,5.99,-0.13,0.0,47.0087,12.280252
2025-10-06T23:00+00:00,6.03,-0.16,0.0,47.0087,12.280252
2025-10-07T00:00+00:00,6.12,-0.17,0.0,47.0087,12.280252
2025-10-07T01:00+00:00,6.24,-0.2,0.0,47.0087,12.280252
2025-10-07T02:00+00:00,6.32,-0.23,0.0,47.0087,12.280252
2025-10-07T03:00+00:00,6.59,-0.23,0.0,47.0087,12.280252
2025-10-07T04:00+00:00,6.84,-0.24,0.0,47.0087,12.280252
2025-10-07T05:00+00:00,7.11,-0.21,0.0,47.0087,12.280252
2025-10-07T06:00+00:00,7.2,-0.21,17.8,47.0087,12.280252
2025-10-07T07:00+00:00,6.38,-0.21,99.42,47.0087,12.280252
2025-10-07T08:00+00:00,6.15,-0.22,251.6,47.0087,12.280252
2025-10-07T09:00+00:00,5.24,-0.2,344.87,47.0087,12.280252
2025-10-07T10:00+00:00,4.36,-0.14,460.24,47.0087,12.280252
2025-10-07T11:00+00:00,3.31,-0.06,477.12,47.0087,12.280252
2025-10-07T12:00+00:00,2.73,-0.02,479.26,47.0087,12.280252
2025-10-07T13:00+00:00,1.49,0.03,427.18,47.0087,12.280252
2025-10-07T14:00+00:00,1.96,0.03,75.61,47.0087,12.280252
2025-10-07T15:00+00:00,1.39,-0.01,48.87,47.0087,12.280252
2025-10-07T16:00+00:00,1.41,-0.01,21.96,47.0087,12.280252
2025-10-07T17:00+00:00,1.71,-0.01,0.0,47.0087,12.280252
2025-10-07T18:00+00:00,0.97,-0.02,0.0,47.0087,12.280252
2025-10-07T19:00+00:00,1.42,-0.02,0.0,47.0087,12.280252
2025-10-07T20:00+00:00,1.88,-0.04,0.0,47.0087,12.280252
