time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T06:00+00:00,-7.1,7.69,-1.3,-1.5,,47.049000000000156,12.665999999999894
2026-01-21T07:00+00:00,-7.4,10.79,-1.0,-1.3,3199.1,47.049000000000156,12.665999999999894
2026-01-21T08:00+00:00,-7.2,12.35,-1.0,-1.3,366099.8,47.049000000000156,12.665999999999894
2026-01-21T09:00+00:00,-6.2,12.04,-1.0,-1.3,1303753.4,47.049000000000156,12.665999999999894
2026-01-21T10:00+00:00,-4.9,9.86,-0.8,-0.5,2708633.6,47.049000000000156,12.665999999999894
2026-01-21T11:00+00:00,-4.7,9.59,-0.6,-0.2,4483454.9,47.049000000000156,12.665999999999894
2026-01-21T12:00+00:00,-4.5,11.63,-0.5,0.1,6421485.6,47.049000000000156,12.665999999999894
2026-01-21T13:00+00:00,-4.7,16.71,-0.5,0.0,8279511.7,47.049000000000156,12.665999999999894
2026-01-21T14:00+00:00,-4.6,18.32,-0.4,-0.1,9803438.7,47.049000000000156,12.665999999999894
2026-01-21T15:00+00:00,-4.7,15.81,-0.5,-0.2,10784614.8,47.049000000000156,12.665999999999894
2026-01-21T16:00+00:00,-4.9,9.18,-0.5,-0.5,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T17:00+00:00,-5.9,5.98,-0.8,-0.8,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T18:00+00:00,-7.4,7.06,-0.9,-1.2,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T19:00+00:00,-7.6,10.14,-0.9,-1.3,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T20:00+00:00,-7.4,11.17,-0.8,-1.3,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T21:00+00:00,-7.3,12.28,-0.8,-1.1,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T22:00+00:00,-7.3,14.46,-0.8,-1.1,11057270.3,47.049000000000156,12.665999999999894
2026-01-21T23:00+00:00,-7.4,15.13,-0.8,-1.1,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T00:00+00:00,-7.3,13.44,-0.8,-1.1,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T01:00+00:00,-7.2,12.44,-0.8,-1.0,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T02:00+00:00,-7.3,12.68,-0.8,-1.0,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T03:00+00:00,-7.5,12.84,-0.8,-1.1,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T04:00+00:00,-7.7,12.52,-0.8,-1.2,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T05:00+00:00,-7.6,11.21,-0.9,-1.3,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T06:00+00:00,-7.5,11.15,-0.9,-1.6,11057270.3,47.049000000000156,12.665999999999894
2026-01-22T07:00+00:00,-7.0,11.78,-0.7,-1.7,11061110.5,47.049000000000156,12.665999999999894
2026-01-22T08:00+00:00,-6.4,14.33,-0.6,-1.9,11432971.8,47.049000000000156,12.665999999999894
