time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T06:00+00:00,-7.3,56.33,-0.6,0.7,,47.08500000000016,10.957999999999918
2026-01-21T07:00+00:00,-7.5,55.34,-0.8,0.2,-1.1,47.08500000000016,10.957999999999918
2026-01-21T08:00+00:00,-5.2,45.07,-0.7,0.3,143367.1,47.08500000000016,10.957999999999918
2026-01-21T09:00+00:00,-2.9,37.49,-0.7,0.2,608673.7,47.08500000000016,10.957999999999918
2026-01-21T10:00+00:00,-0.5,32.35,-0.4,-0.1,1445201.5,47.08500000000016,10.957999999999918
2026-01-21T11:00+00:00,2.3,42.33,0.0,-0.3,2702233.2,47.08500000000016,10.957999999999918
2026-01-21T12:00+00:00,3.3,41.37,0.7,-1.2,4126954.6,47.08500000000016,10.957999999999918
2026-01-21T13:00+00:00,3.1,49.09,0.7,-1.1,5536315.1,47.08500000000016,10.957999999999918
2026-01-21T14:00+00:00,2.8,49.02,0.5,0.0,6704381.8,47.08500000000016,10.957999999999918
2026-01-21T15:00+00:00,1.0,50.02,0.6,0.2,7181849.0,47.08500000000016,10.957999999999918
2026-01-21T16:00+00:00,-0.9,52.07,0.1,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T17:00+00:00,-2.8,53.98,-0.6,0.5,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T18:00+00:00,-3.5,47.31,-0.6,0.4,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T19:00+00:00,-6.7,57.2,-0.6,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T20:00+00:00,-10.5,73.12,-0.7,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T21:00+00:00,-12.9,83.02,-0.7,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T22:00+00:00,-13.2,79.38,-0.8,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-21T23:00+00:00,-13.6,78.44,-0.9,0.2,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T00:00+00:00,-14.0,80.19,-1.0,0.4,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T01:00+00:00,-14.5,82.64,-0.9,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T02:00+00:00,-14.9,83.33,-0.6,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T03:00+00:00,-15.1,76.25,-0.6,0.4,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T04:00+00:00,-15.2,78.93,-0.8,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T05:00+00:00,-15.2,78.77,-1.0,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T06:00+00:00,-15.2,78.79,-1.1,0.2,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T07:00+00:00,-15.2,79.44,-1.1,0.3,7288735.1,47.08500000000016,10.957999999999918
2026-01-22T08:00+00:00,-12.2,61.34,-1.0,0.3,7439783.8,47.08500000000016,10.957999999999918
2026-01-22T09:00+00:00,-7.4,43.16,-0.7,0.1,7923651.4,47.08500000000016,10.957999999999918
2026-01-22T10:00+00:00,-1.4,26.91,-0.3,0.0,8786420.7,47.08500000000016,10.957999999999918
2026-01-22T11:00+00:00,1.5,37.22,0.1,0.0,10076734.3,47.08500000000016,10.957999999999918
2026-01-22T12:00+00:00,2.9,41.34,0.4,-0.4,11537937.8,47.08500000000016,10.957999999999918
2026-01-22T13:00+00:00,3.1,37.22,0.6,-0.8,12984420.4,47.08500000000016,10.957999999999918
2026-01-22T14:00+00:00,2.7,37.52,0.7,-0.7,14192809.4,47.08500000000016,10.957999999999918
2026-01-22T15:00+00:00,1.3,38.67,0.7,-0.1,14697158.2,47.08500000000016,10.957999999999918
