time,t2m [degree Celsius],rh2m [%],u10m [m s-1],v10m [m s-1],grad [Ws m-2],lat,lon
2026-01-21T06:00+00:00,-7.9,47.41,-1.6,0.4,,47.049000000000156,11.097999999999917
2026-01-21T07:00+00:00,-7.6,43.54,-1.3,0.1,-1.1,47.049000000000156,11.097999999999917
2026-01-21T08:00+00:00,-7.4,40.57,-1.6,0.1,240652.7,47.049000000000156,11.097999999999917
2026-01-21T09:00+00:00,-6.8,36.85,-2.2,0.3,897970.2,47.049000000000156,11.097999999999917
2026-01-21T10:00+00:00,-5.5,33.73,-1.9,0.6,1901547.5,47.049000000000156,11.097999999999917
2026-01-21T11:00+00:00,-5.5,33.08,-1.4,0.7,3191861.2,47.049000000000156,11.097999999999917
2026-01-21T12:00+00:00,-5.5,31.6,-1.3,0.7,4624903.0,47.049000000000156,11.097999999999917
2026-01-21T13:00+00:00,-5.6,35.5,-1.0,0.8,6058584.9,47.049000000000156,11.097999999999917
2026-01-21T14:00+00:00,-6.3,43.52,-1.2,0.6,7290655.2,47.049000000000156,11.097999999999917
2026-01-21T15:00+00:00,-7.1,39.13,-1.0,0.3,8122702.8,47.049000000000156,11.097999999999917
2026-01-21T16:00+00:00,-7.2,42.59,-1.1,0.3,8401758.7,47.049000000000156,11.097999999999917
2026-01-21T17:00+00:00,-7.5,41.7,-1.6,0.3,8402398.7,47.049000000000156,11.097999999999917
2026-01-21T18:00+00:00,-7.3,38.55,-1.7,0.3,8402398.7,47.049000000000156,11.097999999999917
2026-01-21T19:00+00:00,-7.2,34.26,-1.8,0.3,8402398.7,47.049000000000156,11.097999999999917
2026-01-21T20:00+00:00,-7.0,29.37,-1.9,0.5,8402398.7,47.049000000000156,11.097999999999917
2026-01-21T21:00+00:00,-7.0,26.06,-1.9,0.5,8402398.7,47.049000000000156,11.097999999999917
2026-01-21T22:00+00:00,-6.8,23.44,-2.2,0.6,8402398.7,47.049000000000156,11.097999999999917
2026-01-21T23:00+00:00,-6.8,22.47,-2.0,0.7,8402398.7,47.049000000000156,11.097999999999917
2026-01-22T00:00+00:00,-6.3,21.84,-1.7,0.8,8402398.7,47.049000000000156,11.097999999999917
2026-01-22T01:00+00:00,-6.1,22.31,-1.5,1.0,8402398.7,47.049000000000156,11.097999999999917
2026-01-22T02:00+00:00,-6.6,22.67,-1.4,0.4,8402398.7,47.049000000000156,11.097999999999917
